index,证券代码,open,close,high,high_limit,成交额_亿,auction_pct,prev_limit_up,next_open,次日收益率_pct
2026-05-08,002428.XSHE,79.77,86.07,88.22,88.22,96.99,-0.53615960099751,0,88.5,2.823283373997909
2026-05-08,002360.XSHE,6.17,6.22,6.34,6.34,1.38,2.1523178807947074,0,6.12,-1.6077170418006381
2026-05-08,600082.XSHG,3.66,3.78,3.87,3.87,1.42,-0.8130081300812941,1,3.78,0.0
2026-05-08,603399.XSHG,22.97,23.99,24.84,24.84,35.06,1.727192205491579,0,23.0,-4.126719466444351
2026-05-08,603398.XSHG,14.41,13.5,14.41,14.41,2.59,5.029154518950429,1,13.4,-0.7407407407407418
2026-05-08,600743.XSHG,2.57,2.78,2.86,2.86,5.72,-1.1538461538461608,0,2.76,-0.7194244604316502
2026-05-11,002470.XSHE,2.9,3.05,3.17,3.17,15.56,0.694444444444442,0,3.03,-0.6557377049180357
2026-05-11,002719.XSHE,7.9,7.83,8.03,8.03,1.85,3.267973856209161,0,7.8,-0.3831417624521105
2026-05-11,002475.XSHE,75.5,76.06,78.42,78.42,205.84,5.905456585776392,0,77.39,1.7486195109124303
2026-05-11,000782.XSHE,8.24,8.97,9.05,9.05,6.91,0.12150668286754485,1,8.93,-0.4459308807134965
2026-05-11,002940.XSHE,31.94,34.25,35.18,35.18,10.51,-0.1250781738586615,0,34.25,0.0
2026-05-11,300536.XSHE,11.39,13.33,13.42,13.42,7.73,1.878354203935606,0,13.41,0.6001500375093727
2026-05-11,600156.XSHG,11.93,12.09,13.12,13.12,8.2,0.0,0,11.9,-1.571546732837048
2026-05-11,688008.XSHG,231.26,249.22,252.32,252.32,268.86,9.982403576354205,0,240.85,-3.358478452772651
2026-05-11,600228.XSHG,6.89,6.81,6.98,6.98,1.15,3.609022556390973,1,6.8,-0.1468428781204123
2026-05-11,600522.XSHG,44.98,43.86,44.99,44.99,182.94,9.975550122249377,0,44.0,0.31919744642043835
2026-05-11,002496.XSHE,2.3,2.34,2.4,2.4,1.14,0.4366812227074135,0,2.36,0.8547008547008517
2026-05-11,001270.XSHE,156.58,163.97,164.38,164.38,13.42,0.019163206643235675,0,157.88,-3.7140940415929746
2026-05-11,002708.XSHE,14.3,15.32,15.76,15.76,8.76,-0.20935101186322358,0,15.34,0.13054830287206887
2026-05-11,601126.XSHG,63.61,68.17,69.95,69.95,22.12,0.031451486082700875,0,67.65,-0.7627988851400813
2026-05-11,603061.XSHG,262.47,284.99,285.0,285.0,12.7,1.3045659809332921,0,281.19,-1.3333801186006577
2026-05-11,000060.XSHE,8.17,8.5,8.75,8.75,53.23,2.767295597484276,0,8.2,-3.529411764705892
2026-05-11,001396.XSHE,52.78,53.19,55.53,55.53,2.56,4.535551594375131,0,53.22,0.056401579244225175
2026-05-11,605336.XSHG,18.17,18.73,19.09,19.09,0.95,-0.05500550055004272,1,18.46,-1.4415376401494928
2026-05-11,002782.XSHE,20.68,22.25,22.59,22.59,5.8,0.6815968841285436,0,22.41,0.7191011235955003
2026-05-11,603439.XSHG,11.3,11.97,12.27,12.27,1.98,1.3452914798206317,0,11.9,-0.5847953216374324
2026-05-11,600936.XSHG,5.34,5.1,5.69,5.69,13.65,3.2882011605415817,1,5.1,0.0
2026-05-11,002081.XSHE,6.82,7.1,7.32,7.32,42.46,2.402402402402415,0,7.27,2.3943661971830954
2026-05-11,603986.XSHG,349.59,361.6,366.98,366.98,206.74,4.7900242798477155,0,361.61,0.0027654867256643456
2026-05-11,603416.XSHG,59.19,64.27,64.35,64.35,6.36,1.1794871794871709,0,63.18,-1.695970126030799
2026-05-11,600206.XSHG,31.19,32.75,33.32,33.32,42.7,2.971277649389248,0,32.75,0.0
2026-05-11,300142.XSHE,13.48,16.0,16.02,16.02,40.23,0.9737827715355918,0,15.52,-3.0000000000000027
2026-05-11,603798.XSHG,16.99,18.3,18.68,18.68,3.82,0.058892815076538874,0,18.54,1.3114754098360493
2026-05-11,603938.XSHG,35.15,35.52,37.36,37.36,12.39,3.504122497055362,0,35.84,0.9009009009008917
2026-05-11,002979.XSHE,50.07,53.91,54.46,54.46,26.96,1.1310846293678178,1,54.0,0.16694490818029983
2026-05-11,000783.XSHE,8.19,8.76,9.04,9.04,33.68,-0.36496350364965124,0,8.68,-0.91324200913242
2026-05-11,603278.XSHG,16.39,15.35,16.4,16.4,17.8,9.926224010731065,1,14.9,-2.931596091205202
2026-05-11,601727.XSHG,8.3,8.9,8.94,8.94,67.64,2.091020910209096,0,8.69,-2.359550561797763
2026-05-11,600340.XSHG,1.11,1.11,1.16,1.16,2.66,0.9090909090909038,0,1.1,-0.9009009009009028
2026-05-11,000980.XSHE,2.64,2.77,2.9,2.9,13.09,0.0,0,2.68,-3.2490974729241784
2026-05-11,600130.XSHG,6.7,6.48,6.77,6.77,17.39,8.943089430894302,1,6.27,-3.240740740740755
2026-05-11,603881.XSHG,41.1,42.31,44.22,44.22,59.28,2.238805970149249,0,42.0,-0.7326873079650298
2026-05-11,600714.XSHG,23.1,24.77,25.41,25.41,8.6,0.0,0,25.28,2.0589422688736425
2026-05-11,002208.XSHE,14.42,14.87,15.54,15.54,11.35,2.0523708421797515,0,15.33,3.093476798924022
2026-05-11,002227.XSHE,8.8,9.09,9.19,9.19,0.87,0.5714285714285783,0,9.0,-0.990099009900991
2026-05-11,002580.XSHE,32.95,34.2,36.12,36.12,58.0,0.3349573690621277,1,34.52,0.9356725146198785
2026-05-11,688515.XSHG,199.34,210.55,225.67,225.67,19.48,5.998085717324253,0,208.59,-0.9308952742816512
2026-05-11,002645.XSHE,23.25,25.01,25.03,25.03,18.87,2.19780219780219,0,24.6,-1.6393442622950838
2026-05-11,000710.XSHE,10.97,11.41,12.09,12.09,4.86,-0.18198362147406888,1,11.21,-1.752848378615246
2026-05-11,002885.XSHE,37.49,39.2,40.84,40.84,16.02,0.9967672413793149,0,38.33,-2.2193877551020535
2026-05-11,600770.XSHG,8.1,8.27,8.62,8.62,19.46,3.316326530612246,0,8.26,-0.12091898428052694
2026-05-12,603459.XSHG,98.08,93.2,98.08,98.08,42.42,10.004486316733963,1,90.37,-3.0364806866952754
2026-05-12,601609.XSHG,11.89,11.96,12.41,12.41,27.23,5.407801418439728,1,11.94,-0.16722408026756952
2026-05-12,002129.XSHE,9.09,9.62,10.0,10.0,38.1,0.0,0,9.6,-0.20790020790020236
2026-05-12,000793.XSHE,2.66,2.74,2.79,2.79,0.99,0.0,0,2.88,5.109489051094873
2026-05-12,605186.XSHG,22.72,23.21,24.63,24.63,5.07,1.4738722644037416,1,23.07,-0.6031882809134026
2026-05-12,000981.XSHE,4.01,4.27,4.32,4.32,54.29,2.035623409669207,0,4.08,-4.449648711943787
2026-05-12,002637.XSHE,12.0,12.88,13.18,13.18,6.16,0.16694490818029983,0,12.76,-0.9316770186335477
2026-05-12,603045.XSHG,75.05,73.47,75.05,75.05,23.95,10.011726766344186,1,72.04,-1.946372669116636
2026-05-12,002066.XSHE,27.9,23.93,28.23,28.23,8.84,8.729540140296166,1,24.0,0.29251984956122357
2026-05-12,000066.XSHE,23.52,25.36,25.74,25.74,170.82,0.512820512820511,0,24.71,-2.5630914826498374
2026-05-12,002896.XSHE,77.86,80.4,83.12,83.12,18.25,3.043938591847528,0,78.0,-2.9850746268656803
2026-05-12,002897.XSHE,68.22,71.93,74.43,74.43,22.96,0.8127678439485697,0,72.03,0.13902405116084093
2026-05-12,600192.XSHG,8.6,9.19,9.46,9.46,2.97,0.0,0,8.97,-2.393906420021752
2026-05-12,600276.XSHG,53.31,55.88,58.63,58.63,138.32,0.018761726078819763,0,55.88,0.0
2026-05-12,002569.XSHE,15.87,16.44,16.66,16.66,1.1,0.0,1,16.51,0.42579075425790425
2026-05-12,600198.XSHG,10.09,10.1,10.69,10.69,21.93,3.80658436213992,1,9.76,-3.3663366336633693
2026-05-12,002848.XSHE,16.86,16.97,17.19,17.19,1.71,2.993280390959052,1,17.19,1.296405421331781
2026-05-12,603950.XSHG,69.91,75.85,76.91,76.91,11.39,0.0,0,75.65,-0.2636783124587816
2026-05-12,603381.XSHG,25.98,24.7,27.34,27.34,4.59,4.547283702213267,0,24.84,0.5668016194332104
2026-05-12,002547.XSHE,3.13,3.1,3.13,3.13,3.03,5.033557046979853,1,3.14,1.2903225806451646
2026-05-12,002939.XSHE,9.16,9.7,10.09,10.09,17.14,-0.10905125408942062,0,9.67,-0.3092783505154628
2026-05-12,300292.XSHE,6.28,7.04,7.34,7.34,31.86,2.614379084967333,0,6.7,-4.829545454545448
2026-05-12,600698.XSHG,7.48,7.98,8.25,8.25,4.03,-0.2666666666666595,0,7.73,-3.1328320802004983
2026-05-12,300736.XSHE,48.08,45.27,48.19,48.19,19.32,19.72111553784861,1,44.01,-2.7833001988071704
2026-05-12,600624.XSHG,4.54,4.77,4.8,4.8,0.94,-0.6564551422319487,0,4.7,-1.467505241090139
2026-05-12,002903.XSHE,45.92,48.6,50.11,50.11,10.48,0.8122941822173546,0,48.66,0.12345679012344402
2026-05-12,603922.XSHG,15.4,16.85,17.02,17.02,3.76,-4.996915484268971,0,16.28,-3.3827893175074175
2026-05-12,002512.XSHE,4.9,4.82,4.97,4.97,5.67,3.594080338266381,1,4.82,0.0
2026-05-12,002870.XSHE,40.67,43.18,44.78,44.78,6.2,-0.09825595676737908,0,42.86,-0.7410838351088467
2026-05-12,603618.XSHG,37.5,40.45,41.03,41.03,48.37,0.536193029490617,0,38.76,-4.177997527812128
2026-05-12,000016.XSHE,3.15,3.19,3.28,3.28,1.97,0.9615384615384581,0,3.22,0.9404388714733702
2026-05-12,000668.XSHE,20.22,18.3,20.22,20.22,1.04,4.984423676012439,1,17.98,-1.748633879781425
2026-05-12,002691.XSHE,5.62,5.6,5.82,5.82,1.44,1.4440433212996373,1,5.59,-0.17857142857142794
2026-05-12,002331.XSHE,9.78,10.1,10.74,10.74,6.73,0.2049180327868827,0,10.05,-0.4950495049504844
2026-05-12,002529.XSHE,8.31,8.4,8.59,8.59,0.92,1.5892420537897411,1,8.4,0.0
2026-05-12,603843.XSHG,9.85,9.61,9.85,9.85,2.93,5.010660980810222,0,9.43,-1.8730489073881307
2026-05-12,003004.XSHE,42.24,40.79,42.26,42.26,1.29,4.944099378881983,1,41.49,1.7161068889433695
2026-05-12,603916.XSHG,13.18,14.33,14.57,14.57,8.18,-0.45317220543806824,0,14.14,-1.3258897418004123
2026-05-12,300903.XSHE,61.43,69.22,72.84,72.84,41.78,1.2026359143327836,0,71.69,3.568332851776934
2026-05-12,600601.XSHG,13.85,14.31,14.66,14.66,104.05,3.9009752438109446,1,14.18,-0.908455625436766
2026-05-13,603881.XSHG,40.0,43.41,44.25,44.25,50.07,-0.5717126522495564,0,44.6,2.7413038470398554
2026-05-13,600719.XSHG,11.0,10.83,11.68,11.68,15.88,3.578154425612068,1,10.33,-4.616805170821792
2026-05-13,603116.XSHG,7.01,7.47,7.8,7.8,3.15,-1.2676056338028152,0,7.37,-1.338688085676032
2026-05-13,603031.XSHG,48.0,51.84,53.42,53.42,18.69,-1.1532125205930832,0,53.0,2.2376543209876365
2026-05-13,600854.XSHG,5.76,5.88,6.33,6.33,4.87,0.0,0,5.83,-0.8503401360544172
2026-05-13,600537.XSHG,3.59,3.42,3.64,3.64,3.93,3.458213256484144,1,3.41,-0.29239766081871066
2026-05-13,001382.XSHE,21.53,22.88,23.75,23.75,3.9,-0.23169601482853075,0,22.82,-0.2622377622377603
2026-05-13,002559.XSHE,11.27,11.84,12.52,12.52,13.81,-0.9666080843585334,0,11.87,0.2533783783783772
2026-05-13,002902.XSHE,36.88,39.95,40.9,40.9,24.14,-0.8068854222700317,0,39.99,0.10012515644555187
2026-05-13,002229.XSHE,17.4,18.62,19.14,19.14,20.36,0.0,0,18.97,1.8796992481202812
2026-05-13,603718.XSHG,3.88,3.91,4.03,4.03,0.94,1.041666666666674,0,3.88,-0.7672634271099765
2026-05-13,600410.XSHG,22.55,24.38,24.55,24.55,55.69,1.0304659498207913,0,23.98,-1.6406890894175463
2026-05-13,000967.XSHE,13.45,15.07,15.24,15.24,56.88,-2.8880866425992857,0,14.91,-1.0617120106171218
2026-05-13,603002.XSHG,14.79,16.18,16.6,16.6,16.95,-1.988071570576544,0,16.32,0.8652657601977864
2026-05-13,002989.XSHE,31.35,32.71,34.77,34.77,6.36,-0.8225245175577323,0,33.26,1.681442983796999
2026-05-13,002297.XSHE,23.79,26.15,26.51,26.51,51.44,-1.2863070539419152,0,26.15,0.0
2026-05-13,000903.XSHE,2.03,2.13,2.16,2.16,2.19,-1.456310679611661,0,2.06,-3.2863849765258135
2026-05-13,600730.XSHG,11.45,11.5,12.02,12.02,11.22,0.0,1,11.9,3.4782608695652195
2026-05-13,000935.XSHE,30.51,33.83,34.13,34.13,9.69,-1.6757976152110832,0,34.03,0.5911912503695049
2026-05-13,000534.XSHE,37.24,40.66,40.95,40.95,18.88,0.02686005909213751,0,40.38,-0.6886374815543439
2026-05-13,001288.XSHE,27.73,29.71,30.52,30.52,3.57,-0.03604902667627696,0,29.8,0.30292830696734274
2026-05-13,603601.XSHG,16.99,18.06,18.55,18.55,45.27,0.7710557532621509,0,18.02,-0.22148394241416902
2026-05-13,002346.XSHE,21.0,21.37,22.41,22.41,6.68,3.092783505154628,1,20.99,-1.7781937295273886
2026-05-13,603880.XSHG,8.04,8.47,8.79,8.79,1.76,0.6257822277847103,0,8.37,-1.1806375442739214
2026-05-13,002076.XSHE,2.31,2.4,2.43,2.43,1.33,0.0,0,2.4,0.0
2026-05-13,002496.XSHE,2.35,2.45,2.47,2.47,0.87,0.0,0,2.4,-2.0408163265306256
2026-05-13,000546.XSHE,7.35,7.58,8.13,8.13,9.47,-0.5412719891745632,0,7.5,-1.055408970976257
2026-05-13,301538.XSHE,104.04,99.31,104.04,104.04,7.31,19.999999999999996,0,94.33,-5.014600745141484
2026-05-13,000802.XSHE,4.92,5.28,5.38,5.38,5.79,0.6134969325153339,0,5.22,-1.1363636363636465
2026-05-13,601777.XSHG,11.15,12.15,12.28,12.28,16.26,-0.08960573476702871,0,12.15,0.0
2026-05-13,603165.XSHG,16.83,18.49,18.69,18.69,4.46,-0.9417304296645113,0,18.21,-1.5143320713899233
2026-05-13,605198.XSHG,56.2,56.05,58.42,58.42,5.72,5.818113349651677,1,55.64,-0.7314897413024046
2026-05-14,600488.XSHG,7.06,7.79,7.92,7.92,18.99,-1.9444444444444486,0,7.19,-7.702182284980741
2026-05-14,601778.XSHG,7.24,7.52,7.85,7.85,73.34,1.400560224089653,0,7.38,-1.8617021276595702
2026-05-14,601975.XSHG,4.82,5.32,5.38,5.38,27.72,-1.4314928425357754,0,5.27,-0.9398496240601628
2026-05-14,601991.XSHG,8.11,7.2,8.11,8.11,145.17,10.04070556309362,1,6.99,-2.9166666666666674
2026-05-14,002929.XSHE,96.56,86.9,96.56,96.56,50.92,10.002278423331056,1,88.14,1.4269275028768735
2026-05-14,601908.XSHG,4.2,4.54,4.61,4.61,16.16,0.23866348448686736,0,4.35,-4.185022026431728
2026-05-14,002868.XSHE,44.47,38.6,44.62,44.62,3.6,9.640039447731752,1,38.29,-0.803108808290165
2026-05-14,605020.XSHG,28.87,31.33,31.48,31.48,17.72,0.8735150244584267,0,32.52,3.798276412384305
2026-05-14,603021.XSHG,7.23,7.37,7.49,7.49,1.06,1.4025245441795287,0,7.25,-1.6282225237449155
2026-05-14,002849.XSHE,18.08,18.6,19.78,19.78,4.28,0.5561735261401468,0,18.6,0.0
2026-05-14,300965.XSHE,94.12,92.98,94.12,94.12,8.82,19.989801121876603,1,85.16,-8.410410841041093
2026-05-14,600961.XSHG,29.63,30.27,32.32,32.32,35.55,0.8509189925119065,0,30.2,-0.23125206475057558
2026-05-14,000793.XSHE,3.02,2.77,3.02,3.02,1.93,4.861111111111116,1,2.72,-1.805054151624541
2026-05-14,000811.XSHE,32.06,33.66,34.98,34.98,24.37,0.8176100628930927,1,33.55,-0.32679738562091387
2026-05-14,000826.XSHE,2.17,2.3,2.32,2.32,1.61,-1.8099547511312264,0,2.28,-0.8695652173913104
2026-05-14,600053.XSHG,9.98,10.21,10.37,10.37,1.92,1.0121457489878471,0,10.18,-0.2938295788442846
2026-05-14,000838.XSHE,2.0,2.06,2.12,2.12,1.29,-0.990099009900991,0,2.04,-0.9708737864077666
2026-05-14,002380.XSHE,36.59,38.4,39.56,39.56,8.74,1.7519466073415035,0,39.66,3.281249999999991
2026-05-14,600076.XSHG,4.25,4.4,4.66,4.66,7.57,0.2358490566037652,0,4.21,-4.3181818181818326
2026-05-14,600082.XSHG,4.15,4.05,4.35,4.35,1.48,0.24154589371983004,1,4.1,1.2345679012345734
2026-05-14,603520.XSHG,11.58,12.02,12.59,12.59,7.2,1.1353711790393017,0,12.03,0.08319467554076532
2026-05-14,600758.XSHG,4.75,4.65,4.94,4.94,14.92,5.790645879732725,1,4.41,-5.161290322580648
2026-05-14,002290.XSHE,108.91,103.61,108.91,108.91,30.91,9.99899000100999,1,104.0,0.37641154328733606
2026-05-14,002245.XSHE,17.4,17.96,18.13,18.13,44.19,5.582524271844647,0,18.21,1.3919821826280598
2026-05-14,000995.XSHE,13.8,14.81,15.21,15.21,5.59,-0.2169197396963085,0,14.65,-1.080351114112088
2026-05-14,002132.XSHE,5.8,6.25,6.37,6.37,13.54,0.17271157167528806,0,6.27,0.31999999999998696
2026-05-14,600199.XSHG,7.85,8.23,8.64,8.64,2.89,0.0,0,8.12,-1.3365735115431487
2026-05-14,002031.XSHE,7.22,7.64,8.02,8.02,34.75,-0.9602194787380003,0,7.33,-4.057591623036649
2026-05-14,000711.XSHE,6.84,6.23,6.89,6.89,11.75,4.268292682926833,1,5.92,-4.97592295345105
2026-05-14,002547.XSHE,3.28,3.29,3.42,3.42,3.19,0.6134969325153339,1,3.33,1.2158054711246313
2026-05-14,603278.XSHG,15.0,15.42,16.82,16.82,15.38,-1.8966644865925364,0,14.8,-4.0207522697795035
2026-05-14,601010.XSHG,1.81,1.81,1.9,1.9,3.06,0.0,0,1.9,4.972375690607733
2026-05-14,000430.XSHE,8.44,8.26,8.44,8.44,2.14,4.975124378109452,0,8.26,0.0
2026-05-14,688234.XSHG,156.0,169.0,175.96,175.96,53.67,6.390233922116906,0,170.0,0.591715976331364
2026-05-14,002810.XSHE,27.67,26.7,28.17,28.17,10.0,8.043732916829383,0,25.91,-2.958801498127339
2026-05-14,600379.XSHG,19.45,18.89,20.75,20.75,22.58,3.1283138918345665,1,18.75,-0.7411328745367984
2026-05-14,603070.XSHG,18.62,16.54,18.62,18.62,5.62,10.047281323877066,1,16.02,-3.1438935912938337
2026-05-14,688143.XSHG,78.54,91.6,91.64,91.64,20.06,2.8414298808432603,0,94.0,2.6200873362445476
2026-05-14,000595.XSHE,7.14,7.24,7.46,7.46,2.65,0.5633802816901401,0,7.19,-0.6906077348066253
2026-05-14,002569.XSHE,18.1,17.64,18.12,18.12,1.57,4.866743916570093,1,17.9,1.473922902494329
2026-05-14,002719.XSHE,7.96,8.09,8.31,8.31,1.73,0.6321112515802696,0,8.08,-0.12360939431396156
2026-05-14,002691.XSHE,6.0,5.88,6.17,6.17,1.21,2.0408163265306145,1,5.83,-0.8503401360544172
2026-05-14,603120.XSHG,50.62,52.38,53.75,53.75,4.27,3.6021285304952855,1,52.89,0.9736540664375681
2026-05-14,000601.XSHE,9.79,8.23,9.79,9.79,32.25,9.999999999999986,1,8.17,-0.7290400972053468
2026-05-14,600353.XSHG,19.84,21.04,21.48,21.48,24.45,1.6393442622950838,0,21.46,1.9961977186311763
2026-05-14,603178.XSHG,19.67,20.8,21.8,21.8,7.27,-0.7568113017154321,0,20.37,-2.067307692307696
2026-05-14,603185.XSHG,22.29,22.77,24.5,24.5,12.35,0.08980691513247319,0,22.3,-2.0641194554237963
2026-05-14,603203.XSHG,48.09,49.34,51.67,51.67,13.82,2.3845007451565037,1,49.34,0.0
2026-05-14,002575.XSHE,8.16,7.51,8.16,8.16,11.75,9.973045822102433,0,7.21,-3.9946737683089206
2026-05-14,000656.XSHE,1.38,1.42,1.45,1.45,2.5,0.0,0,1.42,0.0
2026-05-15,601010.XSHG,1.9,1.83,1.9,1.9,2.27,4.972375690607733,0,1.75,-4.371584699453557
2026-05-15,600337.XSHG,3.14,3.25,3.33,3.33,2.63,-0.9463722397476282,0,3.19,-1.846153846153853
2026-05-15,600400.XSHG,2.88,3.01,3.16,3.16,6.49,0.34843205574912606,0,2.81,-6.644518272425238
2026-05-15,600818.XSHG,6.3,5.83,6.3,6.3,2.35,5.000000000000004,1,5.69,-2.401372212692965
2026-05-15,600730.XSHG,12.68,12.45,12.68,12.68,7.5,4.966887417218535,1,12.8,2.8112449799196915
2026-05-15,600156.XSHG,14.88,13.1,15.61,15.61,18.12,4.862579281183943,1,12.6,-3.8167938931297662
2026-05-15,003021.XSHE,99.24,105.61,109.07,109.07,15.45,0.08067769261799196,0,106.43,0.7764416248461359
2026-05-15,600238.XSHG,5.46,5.16,5.59,5.59,0.67,2.631578947368407,1,5.11,-0.9689922480620172
2026-05-15,600130.XSHG,5.85,6.39,6.48,6.48,13.28,-0.6791171477079749,0,6.1,-4.538341158059467
2026-05-15,600246.XSHG,12.77,13.31,13.77,13.77,29.33,1.9968051118210761,0,13.0,-2.3290758827948954
2026-05-15,600984.XSHG,4.9,5.03,5.38,5.38,7.23,0.2044989775051187,0,4.95,-1.5904572564612307
2026-05-15,301118.XSHE,33.11,36.88,38.96,38.96,7.43,1.9710502001847985,0,35.7,-3.199566160520606
2026-05-15,600152.XSHG,13.41,13.73,14.63,14.63,13.81,0.8270676691729317,0,13.09,-4.661325564457397
2026-05-15,600201.XSHG,14.16,15.0,15.4,15.4,12.23,1.1428571428571344,0,15.3,2.0000000000000018
2026-05-15,600509.XSHG,10.78,10.03,11.36,11.36,30.59,4.356243949661165,1,9.72,-3.0907278165503316
2026-05-15,002199.XSHE,15.19,13.88,15.34,15.34,1.7,3.969883641341543,1,13.19,-4.971181556195969
2026-05-15,000615.XSHE,3.47,3.55,3.62,3.62,0.82,0.5797101449275477,0,3.51,-1.1267605633802802
2026-05-15,603595.XSHG,22.04,21.75,22.04,22.04,3.12,5.002382086707957,1,20.66,-5.011494252873561
2026-05-15,002531.XSHE,11.87,12.44,12.84,12.84,16.95,1.7137960582690681,0,12.38,-0.4823151125401881
2026-05-15,000695.XSHE,14.5,15.49,15.86,15.86,4.81,0.554785020804438,0,15.51,0.12911555842478606
2026-05-15,000700.XSHE,13.2,13.83,14.36,14.36,15.7,1.1494252873563093,0,13.7,-0.9399855386840295
2026-05-15,000782.XSHE,7.92,8.25,8.62,8.62,5.34,1.0204081632652962,0,8.38,1.575757575757586
2026-05-15,002547.XSHE,3.33,3.43,3.45,3.45,2.58,1.2158054711246313,0,3.35,-2.3323615160349864
2026-05-15,000839.XSHE,3.25,3.44,3.55,3.55,11.81,0.6191950464396356,0,3.36,-2.3255813953488413
2026-05-15,000609.XSHE,15.37,14.35,15.86,15.86,4.38,1.788079470198678,1,14.1,-1.7421602787456414
2026-05-15,000910.XSHE,6.35,6.57,6.94,6.94,2.39,0.6339144215530945,0,6.5,-1.0654490106544956
2026-05-15,603667.XSHG,76.89,84.27,84.49,84.49,65.74,0.10415310506444175,0,81.55,-3.227720422451641
2026-05-15,002747.XSHE,23.67,25.43,26.11,26.11,22.36,-0.29486099410276356,0,25.43,0.0
2026-05-15,002164.XSHE,13.02,14.29,14.32,14.32,9.14,0.0,0,13.89,-2.799160251924415
2026-05-15,002445.XSHE,3.89,4.25,4.27,4.27,17.49,0.2577319587628857,0,4.03,-5.1764705882352935
2026-05-15,603127.XSHG,38.12,39.96,41.75,41.75,26.49,0.4479578392621697,0,39.98,0.05005005005003227
2026-05-15,002693.XSHE,10.67,11.11,11.36,11.36,2.72,-1.3863216266173817,1,10.94,-1.5301530153015275
2026-05-15,603738.XSHG,53.53,55.58,58.28,58.28,40.98,1.038127595319005,0,55.45,-0.233897085282464
2026-05-15,603757.XSHG,58.27,61.57,63.58,63.58,10.67,0.8131487889273536,0,60.01,-2.5337014779925338
2026-05-15,603897.XSHG,50.41,55.11,56.29,56.29,9.01,-1.4852452608950628,0,53.68,-2.594810379241519
2026-05-15,688143.XSHG,94.0,108.2,109.92,109.92,34.06,2.6200873362445476,1,111.79,3.3179297597042634
2026-05-15,002669.XSHE,14.48,14.0,15.31,15.31,5.19,4.022988505747138,0,14.25,1.7857142857142794
2026-05-15,002289.XSHE,49.17,44.89,49.17,49.17,3.38,4.996796925048064,1,44.0,-1.9826241924704835
2026-05-15,688662.XSHG,79.79,87.36,92.84,92.84,13.85,3.1278273232519194,0,86.83,-0.6066849816849795
2026-05-15,002371.XSHE,569.8,592.0,620.84,620.84,138.4,0.9567682494684648,0,601.0,1.520270270270263
2026-05-15,002929.XSHE,88.14,92.99,95.59,95.59,53.07,1.4269275028768735,0,98.0,5.387676094203675
2026-05-15,688535.XSHG,122.34,133.77,139.0,139.0,24.53,5.620305620305621,0,136.17,1.7941242431038118
2026-05-15,603517.XSHG,11.86,12.34,12.46,12.46,1.84,-0.08424599831508006,0,12.18,-1.296596434359809
2026-05-15,002902.XSHE,38.66,39.6,43.03,43.03,22.86,-1.1758691206543936,0,38.68,-2.323232323232327
2026-05-15,688700.XSHG,67.99,77.0,80.42,80.42,25.55,1.4473291554759848,0,76.8,-0.2597402597402598
2026-05-15,000010.XSHE,2.61,2.7,2.73,2.73,1.63,0.38461538461538325,0,2.68,-0.7407407407407418
2026-05-15,603416.XSHG,58.98,64.11,64.88,64.88,6.66,0.0,0,64.71,0.9358914365933391
2026-05-15,002380.XSHE,39.66,41.99,42.24,42.24,14.09,3.281249999999991,0,40.62,-3.2626815908549767
2026-05-15,601689.XSHG,64.64,69.46,71.11,71.11,65.48,0.0,0,69.53,0.10077742585661298
2026-05-15,601799.XSHG,127.82,134.23,140.11,140.11,11.32,0.35330140535447807,0,136.0,1.3186321984653304
2026-05-15,688507.XSHG,92.71,107.52,111.52,111.52,10.63,-0.23673732917250945,0,121.79,13.271949404761907
2026-05-15,002886.XSHE,25.28,27.28,27.64,27.64,9.1,0.5968961400716344,0,26.93,-1.282991202346051
2026-05-18,002465.XSHE,15.07,15.95,16.42,16.42,36.85,1.0053619302949013,0,15.88,-0.4388714733542187
2026-05-18,002484.XSHE,51.11,53.14,53.32,53.32,38.69,5.446668042087888,0,52.19,-1.7877305231464136
2026-05-18,002409.XSHE,116.8,113.86,117.87,117.87,45.44,9.00606626224918,0,112.64,-1.0714913051115382
2026-05-18,600857.XSHG,13.12,14.7,15.33,15.33,4.12,-5.814788226848533,0,14.29,-2.7891156462585
2026-05-18,002149.XSHE,70.5,73.9,75.92,75.92,72.28,2.1443059982613866,0,73.95,0.06765899864682456
2026-05-18,002198.XSHE,3.97,4.12,4.17,4.17,1.28,0.0,0,4.1,-0.4854368932038944
2026-05-18,002181.XSHE,20.94,17.72,21.66,21.66,34.01,6.348400203148796,1,16.37,-7.618510158013536
2026-05-18,688807.XSHG,407.74,444.6,458.04,458.04,21.9,6.824910267494566,0,428.61,-3.5964912280701755
2026-05-18,300889.XSHE,21.89,25.45,26.4,26.4,7.32,-0.5000000000000004,0,25.37,-0.3143418467583481
2026-05-18,603517.XSHG,12.18,12.94,12.96,12.96,1.84,-1.296596434359809,1,12.82,-0.9273570324574876
2026-05-18,603608.XSHG,13.53,15.35,15.57,15.57,8.84,-4.381625441696125,0,15.2,-0.9771986970684043
2026-05-18,600133.XSHG,9.3,9.92,10.18,10.18,8.15,0.5405405405405572,0,9.81,-1.1088709677419262
2026-05-18,002491.XSHE,22.88,23.69,24.85,24.85,44.23,1.2837538733952991,0,23.17,-2.19501899535669
